experiment,seed,train_loss_human,pearson_human_mean
all,2025,0.7642079591751099,0.19470733404159546
komlos,2025,0.7596020102500916,0.1877995878458023
komlos_rank1,2025,0.7632099986076355,0.15507496893405914
komlos_rope,2025,0.7609111666679382,0.15344563126564026
rank1,2025,0.7661970853805542,0.10783479362726212
rope,2025,0.7603819966316223,0.20455308258533478
rope_rank1,2025,0.759797215461731,0.15534214675426483
vanilla,2025,0.7609781622886658,0.19308075308799744
